ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1712751	6.26e-01	5.13e-01	-0.658105	-6.375108	-0.0560032	105990523	HADHA	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit
ILMN_1678859	9.87e-01	9.79e-01	0.025999	-6.375377	0.0075917	NA		
ILMN_1707804	6.01e-01	4.86e-01	-0.700723	-6.37547	-0.0734165	NA		
ILMN_1783156	4.64e-01	3.44e-01	0.955047	-6.375824	0.1406825	NA		
ILMN_1659415	4.69e-01	3.49e-01	0.945091	-6.375828	0.0690584	207028588	LAMTOR3	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3
ILMN_2394498	4.73e-01	3.52e-01	-0.938456	-6.376026	-0.0589165	115387095	SYF2	SYF2 pre-mRNA splicing factor
ILMN_2186678	9.57e-01	9.33e-01	-0.084421	-6.376027	-0.0115005	557440835	ARMT1	acidic residue methyltransferase 1
ILMN_1797693	9.26e-01	8.89e-01	0.140367	-6.376135	0.0209217	40548423	BRI3BP	BRI3 binding protein
ILMN_2162328	5.33e-01	4.12e-01	0.82733	-6.376721	0.0645009	164663900	PTS	6-pyruvoyltetrahydropterin synthase
ILMN_2065606	9.29e-01	8.93e-01	0.134958	-6.376764	0.0221035	556503336	TOMM40L	translocase of outer mitochondrial membrane 40 like
ILMN_2189424	6.05e-01	4.91e-01	-0.693547	-6.377017	-0.0856427	169403972	MRPL20	mitochondrial ribosomal protein L20
ILMN_2254635	4.73e-01	3.52e-01	0.937859	-6.377301	0.1179017	556503455	ITGAX	integrin subunit alpha X
ILMN_1775823	5.48e-01	4.27e-01	-0.799587	-6.377504	-0.0579183	116734660	POFUT2	protein O-fucosyltransferase 2
ILMN_2322806	4.88e-01	3.67e-01	-0.909766	-6.377712	-0.1057948	NA		
ILMN_1718924	4.71e-01	3.50e-01	0.942034	-6.377976	0.0764596	189181757	ETFA	electron transfer flavoprotein alpha subunit
ILMN_2095506	9.64e-01	9.46e-01	-0.068413	-6.378395	-0.0191616	196259827	SPOPL	speckle type BTB/POZ protein like
ILMN_2382309	7.95e-01	7.12e-01	0.370518	-6.378661	0.0536494	315360638	TCL1B	T-cell leukemia/lymphoma 1B
ILMN_2398926	5.94e-01	4.79e-01	0.712339	-6.378675	0.0583734	568815632	C17orf58	chromosome 17 open reading frame 58
ILMN_1812967	5.12e-01	3.90e-01	0.865727	-6.379061	0.0768139	974005399	CNPY3	canopy FGF signaling regulator 3
ILMN_1651828	8.80e-01	8.24e-01	-0.22308	-6.379095	-0.0293999	304434817	CCT3	chaperonin containing TCP1 subunit 3
ILMN_1672287	5.62e-01	4.42e-01	-0.774315	-6.379458	-0.0539156	297747372	MYNN	myoneurin
ILMN_1798454	8.66e-01	8.05e-01	0.248671	-6.380221	0.0331065	51243061	MAD2L1BP	MAD2L1 binding protein
ILMN_1683786	6.97e-01	5.94e-01	0.535912	-6.380267	0.0524332	240849500	FYTTD1	forty-two-three domain containing 1
ILMN_1682197	5.14e-01	3.92e-01	0.862073	-6.380597	0.2173389	520261662	NFXL1	nuclear transcription factor, X-box binding like 1
ILMN_1745737	9.44e-01	9.13e-01	0.109293	-6.38071	0.0110668	148596939	DIS3L2	DIS3 like 3'-5' exoribonuclease 2
ILMN_1668012	8.85e-01	8.31e-01	-0.214599	-6.381046	-0.0258946	171906609	SLC25A13	solute carrier family 25 member 13
ILMN_1736068	5.90e-01	4.73e-01	-0.721825	-6.381051	-0.0765951	666637960	CNOT8	CCR4-NOT transcription complex subunit 8
ILMN_2396287	8.61e-01	7.98e-01	0.256602	-6.381287	0.0572954	194097415	RFX2	regulatory factor X2
ILMN_1735955	4.84e-01	3.63e-01	0.917455	-6.381445	0.0758032	NA		
ILMN_1738759	5.65e-01	4.46e-01	-0.768306	-6.382118	-0.0527626	386642890	PIGT	phosphatidylinositol glycan anchor biosynthesis class T
ILMN_2157421	5.41e-01	4.20e-01	-0.812999	-6.382212	-0.0569131	645912988	STUB1	STIP1 homology and U-box containing protein 1
ILMN_1702592	5.67e-01	4.48e-01	-0.76439	-6.3824	-0.0697102	757813194	WDR73	WD repeat domain 73
ILMN_2363361	7.12e-01	6.12e-01	-0.510746	-6.382427	-0.0620198	47458810	SFXN4	sideroflexin 4
ILMN_1754220	4.88e-01	3.67e-01	-0.90884	-6.38266	-0.0946323	54112114	SF3A2	splicing factor 3a subunit 2
ILMN_1741253	5.28e-01	4.07e-01	-0.83634	-6.382715	-0.0590277	319803064	UBR5	ubiquitin protein ligase E3 component n-recognin 5
ILMN_1726327	8.53e-01	7.88e-01	-0.270794	-6.383356	-0.0378634	56549661	AMY1B	amylase, alpha 1B (salivary)
ILMN_1765212	6.28e-01	5.16e-01	-0.653194	-6.383641	-0.0877928	518832178	LARP1B	La ribonucleoprotein domain family member 1B
ILMN_1699644	6.32e-01	5.21e-01	-0.64645	-6.3838	-0.0841583	NA		
ILMN_2398939	4.77e-01	3.56e-01	-0.931585	-6.383897	-0.0816838	68509927	MBP	myelin basic protein
ILMN_1774513	5.28e-01	4.07e-01	0.83605	-6.383948	0.2211072	NA		
ILMN_1666690	8.87e-01	8.33e-01	-0.211226	-6.384137	-0.0272988	218777841	ACRC	acidic repeat containing
ILMN_2276952	5.94e-01	4.79e-01	-0.712433	-6.384396	-0.1193317	62865622	TSC22D3	TSC22 domain family member 3
ILMN_1668559	4.75e-01	3.54e-01	0.934131	-6.38486	0.1255095	52694754	RGS10	regulator of G-protein signaling 10
ILMN_1655702	5.01e-01	3.80e-01	0.885602	-6.385144	0.1360845	194733760	ABHD5	abhydrolase domain containing 5
ILMN_2222991	8.75e-01	8.17e-01	-0.232792	-6.385244	-0.0237026	372626411	ETF1	eukaryotic translation termination factor 1
ILMN_1660775	4.38e-01	3.18e-01	1.007677	-6.385721	0.0477729	NA		
ILMN_1655611	8.71e-01	8.11e-01	0.23989	-6.385959	0.0558342	301171528	TSHZ2	teashirt zinc finger homeobox 2
ILMN_1666976	4.92e-01	3.71e-01	0.902487	-6.386463	0.0668957	605052025	PLD3	phospholipase D family member 3
ILMN_1692260	9.15e-01	8.72e-01	0.162447	-6.386545	0.0205545	338753369	MAFG	MAF bZIP transcription factor G
ILMN_2406468	5.32e-01	4.10e-01	-0.830076	-6.387759	-0.0718309	363547905	NFU1	NFU1 iron-sulfur cluster scaffold
ILMN_2367113	7.06e-01	6.04e-01	-0.521803	-6.387976	-0.0687582	73622127	CASP6	caspase 6
ILMN_2415303	9.38e-01	9.05e-01	0.120182	-6.388002	0.0219579	53832015	CLEC10A	C-type lectin domain family 10 member A
ILMN_2379644	4.80e-01	3.59e-01	-0.924938	-6.389059	-0.0858616	343403784	CD74	CD74 molecule
ILMN_2372200	5.04e-01	3.83e-01	-0.879076	-6.390135	-0.0659985	325651891	ZNF586	zinc finger protein 586
ILMN_1786429	4.92e-01	3.70e-01	0.903109	-6.390205	0.0762531	241982698	LPAR6	lysophosphatidic acid receptor 6
ILMN_2126239	5.38e-01	4.17e-01	0.818111	-6.390439	0.0695676	187960089	SMG5	SMG5, nonsense mediated mRNA decay factor
ILMN_1688000	4.93e-01	3.71e-01	0.901402	-6.390897	0.048641	522020046	POLDIP3	DNA polymerase delta interacting protein 3
ILMN_1735367	4.82e-01	3.61e-01	0.921189	-6.391714	0.0833748	613410228	HSD17B11	hydroxysteroid 17-beta dehydrogenase 11
ILMN_2331087	4.86e-01	3.65e-01	0.913583	-6.392111	0.1171736	46249346	MS4A7	membrane spanning 4-domains A7
ILMN_1745533	7.03e-01	6.01e-01	0.526507	-6.39287	0.0877822	215422359	FAM117A	family with sequence similarity 117 member A
ILMN_1763670	7.40e-01	6.45e-01	-0.462879	-6.392971	-0.0541345	17738309	TM2D1	TM2 domain containing 1
ILMN_1736353	4.82e-01	3.61e-01	-0.922108	-6.393252	-0.0471917	24430150	PSMC1	proteasome 26S subunit, ATPase 1
ILMN_1807633	7.95e-01	7.13e-01	0.370235	-6.393473	0.0502424	56676328	RIDA	reactive intermediate imine deaminase A homolog
ILMN_2329290	6.13e-01	5.00e-01	-0.679477	-6.39364	-0.1742363	157426897	TRIM10	tripartite motif containing 10
ILMN_1794333	7.98e-01	7.16e-01	0.365056	-6.394055	0.0338403	311771664	POU2F1	POU class 2 homeobox 1
ILMN_2230577	9.38e-01	9.04e-01	0.12086	-6.394295	0.0144237	157412268	RABGEF1	RAB guanine nucleotide exchange factor 1
ILMN_1746579	4.97e-01	3.76e-01	0.892758	-6.394324	0.1576518	192449448	UBE2O	ubiquitin conjugating enzyme E2 O
ILMN_1670875	5.85e-01	4.67e-01	-0.732583	-6.395061	-0.0790299	312434022	PPM1D	protein phosphatase, Mg2+/Mn2+ dependent 1D
ILMN_1658160	5.69e-01	4.50e-01	-0.761012	-6.395372	-0.0675027	335334965	FAM156A	family with sequence similarity 156 member A
ILMN_2047511	4.81e-01	3.60e-01	-0.923356	-6.395987	-0.0645071	546232165	ADAP1	ArfGAP with dual PH domains 1
ILMN_2331544	4.82e-01	3.61e-01	-0.921318	-6.396204	-0.0852275	68509939	MBP	myelin basic protein
ILMN_1791302	7.34e-01	6.38e-01	-0.472769	-6.396494	-0.0687524	148746212	EFHC2	EF-hand domain containing 2
ILMN_1740165	4.82e-01	3.61e-01	-0.921681	-6.397515	-0.0643207	341823678	NRDE2	NRDE-2, necessary for RNA interference, domain containing
ILMN_1761828	4.90e-01	3.69e-01	0.906212	-6.398658	0.0624462	44829053	E2F4	E2F transcription factor 4
ILMN_1753892	5.00e-01	3.79e-01	0.886026	-6.398677	0.0660231	NA		
ILMN_1670561	5.39e-01	4.18e-01	-0.815753	-6.399301	-0.0708669	55925650	TCEAL8	transcription elongation factor A like 8
ILMN_1769517	5.33e-01	4.11e-01	-0.828035	-6.399749	-0.0827424	126032349	PRKDC	protein kinase, DNA-activated, catalytic polypeptide
ILMN_1809944	6.02e-01	4.88e-01	0.698142	-6.400211	0.0540496	157388918	TRMT12	tRNA methyltransferase 12 homolog
ILMN_1763561	8.22e-01	7.47e-01	0.323662	-6.400277	0.0562488	319996740	OSBPL6	oxysterol binding protein like 6
ILMN_1811171	7.17e-01	6.17e-01	-0.503102	-6.400611	-0.0494454	524576645	GPR132	G protein-coupled receptor 132
ILMN_1671237	9.11e-01	8.66e-01	0.169617	-6.400918	0.0239447	221316724	GNGT2	G protein subunit gamma transducin 2
ILMN_1657398	6.71e-01	5.64e-01	0.579688	-6.401125	0.1064122	NA		
ILMN_1696383	9.15e-01	8.73e-01	0.161112	-6.401971	0.0208633	225543171	POP4	POP4 homolog, ribonuclease P/MRP subunit
ILMN_1752562	8.75e-01	8.17e-01	-0.232422	-6.402109	-0.0572931	493799665	CXCL5	C-X-C motif chemokine ligand 5
ILMN_1670539	7.02e-01	5.99e-01	-0.528521	-6.402668	-0.0800807	NA		
ILMN_1688011	5.66e-01	4.46e-01	0.767961	-6.403182	0.0557672	88853067	UPF1	UPF1, RNA helicase and ATPase
ILMN_2080611	7.31e-01	6.35e-01	0.477808	-6.403608	0.055006	1013368287	PDSS1	prenyl (decaprenyl) diphosphate synthase, subunit 1
ILMN_2038775	4.88e-01	3.67e-01	-0.910194	-6.404886	-0.3051341	68299771	TUBB2A	tubulin beta 2A class IIa
ILMN_1675085	5.47e-01	4.26e-01	-0.801579	-6.405043	-0.0742016	150417995	UBA6	ubiquitin like modifier activating enzyme 6
ILMN_1778226	5.45e-01	4.24e-01	0.805552	-6.40512	0.0793721	425905351	EXTL3	exostosin like glycosyltransferase 3
ILMN_1655163	4.86e-01	3.65e-01	-0.912985	-6.40592	-0.0496657	557786218	STK24	serine/threonine kinase 24
ILMN_1784709	5.08e-01	3.86e-01	-0.873271	-6.40603	-0.0757953	188595694	GNPDA1	glucosamine-6-phosphate deaminase 1
ILMN_1916292	5.23e-01	4.01e-01	-0.846355	-6.407016	-0.1369862	27878392		
ILMN_1701991	5.02e-01	3.81e-01	-0.882725	-6.407305	-0.0704207	237757307	SYNJ1	synaptojanin 1
ILMN_1712347	6.38e-01	5.27e-01	0.6365	-6.40734	0.1412052	NA		
ILMN_1870658	6.14e-01	5.01e-01	-0.677617	-6.407445	-0.0929275	47067209	TMED4	transmembrane p24 trafficking protein 4
ILMN_2392143	7.52e-01	6.59e-01	0.443192	-6.408336	0.0447466	332000007	TRAF6	TNF receptor associated factor 6
ILMN_2066667	6.98e-01	5.96e-01	-0.533821	-6.40907	-0.0393961	343183428	RRP8	ribosomal RNA processing 8, methyltransferase, homolog (yeast)
ILMN_1789702	7.73e-01	6.84e-01	0.408914	-6.409368	0.0413415	189458811	GBE1	glucan (1,4-alpha-), branching enzyme 1
ILMN_1725705	5.67e-01	4.48e-01	-0.765032	-6.409388	-0.0663523	53759125	CLPP	caseinolytic mitochondrial matrix peptidase proteolytic subunit
ILMN_2386355	8.00e-01	7.19e-01	-0.361804	-6.409523	-0.0401659	47419902	CSNK2A1	casein kinase 2 alpha 1
ILMN_1701195	8.62e-01	7.99e-01	0.255505	-6.409602	0.0850689	189095270	PLA2G7	phospholipase A2 group VII
ILMN_1676895	9.98e-01	9.97e-01	-0.003326	-6.409635	-0.0009001	229577022	BTNL8	butyrophilin like 8
ILMN_1718766	4.97e-01	3.76e-01	-0.892558	-6.40971	-0.1126027	194097399	MT1F	metallothionein 1F
ILMN_2321648	9.56e-01	9.31e-01	0.086593	-6.410027	0.0102215	356640211	SH2D3C	SH2 domain containing 3C
ILMN_1671427	6.18e-01	5.05e-01	-0.671071	-6.41015	-0.0637944	63079686	FBXW4	F-box and WD repeat domain containing 4
ILMN_2212763	4.67e-01	3.46e-01	-0.949983	-6.410563	-0.0950076	1002341767	ICAM3	intercellular adhesion molecule 3
ILMN_2394576	9.37e-01	9.03e-01	0.122326	-6.410654	0.0111336	48928047	FBXW11	F-box and WD repeat domain containing 11
ILMN_2409706	8.76e-01	8.19e-01	-0.230513	-6.410807	-0.0285306	334848131	WDR20	WD repeat domain 20
ILMN_2126957	7.19e-01	6.20e-01	-0.498148	-6.411104	-0.0574868	51944952	NOMO1	NODAL modulator 1
ILMN_1768582	7.74e-01	6.86e-01	-0.406627	-6.411128	-0.0607824	NA		
ILMN_1759030	5.72e-01	4.53e-01	-0.755243	-6.411129	-0.0769206	319655769	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5
ILMN_1733991	5.24e-01	4.03e-01	-0.842759	-6.412317	-0.1195493	41152106	UBL7	ubiquitin like 7
ILMN_1760011	8.56e-01	7.92e-01	-0.264902	-6.412448	-0.0289235	91823780	GTF2IRD2B	GTF2I repeat domain containing 2B
ILMN_2186369	7.22e-01	6.24e-01	0.493222	-6.412565	0.0331855	298919177	NCOR1	nuclear receptor corepressor 1
ILMN_1842286	9.89e-01	9.82e-01	0.02295	-6.413465	0.0043611	10853071		
ILMN_1696347	4.92e-01	3.71e-01	0.902072	-6.413835	0.0784553	972781429	CTSC	cathepsin C
ILMN_1694305	4.95e-01	3.74e-01	-0.897082	-6.414438	-0.0561736	386643028	SMS	spermine synthase
ILMN_1689528	7.65e-01	6.75e-01	-0.421683	-6.414629	-0.0396894	NA		
ILMN_1707475	5.79e-01	4.60e-01	-0.744006	-6.415246	-0.0744591	195976814	UBE2E2	ubiquitin conjugating enzyme E2 E2
ILMN_1781986	7.82e-01	6.97e-01	0.391117	-6.415413	0.0463533	51173875	UQCR10	ubiquinol-cytochrome c reductase, complex III subunit X
ILMN_2262901	9.45e-01	9.16e-01	0.106019	-6.415459	0.0127219	635172826	RUFY3	RUN and FYVE domain containing 3
ILMN_1777106	9.16e-01	8.74e-01	0.159144	-6.415527	0.0187893	194394160	LRRC57	leucine rich repeat containing 57
ILMN_1680777	8.87e-01	8.33e-01	0.211311	-6.415542	0.0505433	117306180	MAP2K3	mitogen-activated protein kinase kinase 3
ILMN_1747271	9.81e-01	9.70e-01	-0.037839	-6.415733	-0.0040954	737676192	ATP1B2	ATPase Na+/K+ transporting subunit beta 2
ILMN_1812776	5.85e-01	4.68e-01	-0.731474	-6.416118	-0.0550666	388453734	FBXO28	F-box protein 28
ILMN_2158594	7.79e-01	6.93e-01	0.397171	-6.416175	0.0440942	140560993	R3HCC1L	R3H domain and coiled-coil containing 1 like
ILMN_1763409	7.38e-01	6.44e-01	-0.465118	-6.416313	-0.0436328	197333704	LRRC8D	leucine rich repeat containing 8 family member D
ILMN_1705605	9.78e-01	9.66e-01	0.043216	-6.41671	0.0147324	NA		
ILMN_1800837	7.95e-01	7.14e-01	0.368877	-6.416725	0.0431441	49472826	CFDP1	craniofacial development protein 1
ILMN_2391522	9.90e-01	9.85e-01	0.018759	-6.41677	0.0026255	29826284	MRPL47	mitochondrial ribosomal protein L47
ILMN_1724897	5.93e-01	4.77e-01	-0.715631	-6.417015	-0.0471593	545477895	C14orf93	chromosome 14 open reading frame 93
ILMN_1720858	5.09e-01	3.88e-01	-0.870565	-6.417043	-0.0905201	153792370	ABRACL	ABRA C-terminal like
ILMN_1667356	5.18e-01	3.97e-01	0.854059	-6.417072	0.0738812	301500679	PPP1R21	protein phosphatase 1 regulatory subunit 21
ILMN_1724959	5.43e-01	4.22e-01	-0.808466	-6.417195	-0.0497929	NA		
ILMN_2398995	9.09e-01	8.63e-01	-0.173965	-6.417524	-0.0233422	169403974	MRPL24	mitochondrial ribosomal protein L24
ILMN_1730568	4.94e-01	3.73e-01	-0.899086	-6.417565	-0.0483205	224493955	ZDHHC7	zinc finger DHHC-type containing 7
ILMN_2311826	9.97e-01	9.94e-01	0.006978	-6.418171	0.0008346	670357706	USP6NL	USP6 N-terminal like
ILMN_1672728	4.97e-01	3.76e-01	-0.892731	-6.41967	-0.0583273	214831684	KCTD5	potassium channel tetramerization domain containing 5
ILMN_2370135	4.99e-01	3.78e-01	-0.888946	-6.420649	-0.0893769	74229006	HNRNPU	heterogeneous nuclear ribonucleoprotein U
ILMN_1798030	5.68e-01	4.48e-01	-0.763522	-6.420746	-0.0441928	208609980	XPR1	xenotropic and polytropic retrovirus receptor 1
ILMN_1683959	9.34e-01	9.00e-01	-0.126569	-6.420812	-0.0180538	300360584	MED13L	mediator complex subunit 13 like
ILMN_2113126	6.14e-01	5.01e-01	0.677064	-6.420955	0.3057829	45243506	RNASE3	ribonuclease A family member 3
ILMN_1757732	7.49e-01	6.56e-01	-0.448366	-6.422016	-0.0670881	186972130	OSGIN2	oxidative stress induced growth inhibitor family member 2
ILMN_1712975	6.37e-01	5.25e-01	0.639073	-6.422243	0.0565503	170932463	YIF1A	Yip1 interacting factor homolog A, membrane trafficking protein
ILMN_1658579	8.30e-01	7.57e-01	0.311259	-6.422701	0.0458828	NA		
ILMN_1726392	5.73e-01	4.54e-01	0.754034	-6.42287	0.0615658	148536868	NIN	ninein
ILMN_2405129	8.13e-01	7.36e-01	0.338486	-6.422986	0.0428274	39777605	ARHGEF1	Rho guanine nucleotide exchange factor 1
ILMN_1686254	8.54e-01	7.88e-01	-0.269895	-6.423071	-0.024295	118200332	FAM127B	family with sequence similarity 127 member B
ILMN_1835631	6.38e-01	5.27e-01	0.63627	-6.423299	0.0954968	9866586		
ILMN_1915553	9.35e-01	9.01e-01	-0.125101	-6.423358	-0.016376	3483617		
ILMN_2106265	5.47e-01	4.26e-01	0.801592	-6.423788	0.07363	260763875	GDPD1	glycerophosphodiester phosphodiesterase domain containing 1
ILMN_1729421	7.28e-01	6.31e-01	0.482843	-6.424935	0.0472465	NA		
ILMN_1786972	6.06e-01	4.92e-01	0.691972	-6.426152	0.0646211	300795157	SARS	seryl-tRNA synthetase
ILMN_1741594	7.92e-01	7.09e-01	0.375249	-6.42659	0.0309791	NA		
ILMN_1911927	6.59e-01	5.50e-01	-0.601257	-6.427164	-0.0713729	34535442	C22orf34	chromosome 22 open reading frame 34
ILMN_1706598	8.49e-01	7.82e-01	0.278295	-6.427494	0.0349599	544186075	PXYLP1	2-phosphoxylose phosphatase 1
ILMN_1656165	5.08e-01	3.87e-01	-0.87194	-6.427997	-0.0517681	145309310	USP9X	ubiquitin specific peptidase 9, X-linked
ILMN_1689329	9.58e-01	9.36e-01	-0.080371	-6.4296	-0.0126344	53759150	SCD	stearoyl-CoA desaturase
ILMN_1807807	9.64e-01	9.45e-01	-0.069074	-6.429873	-0.007622	154689645	SKA2	spindle and kinetochore associated complex subunit 2
ILMN_1684663	9.96e-01	9.93e-01	-0.008955	-6.430083	-0.0008755	291190775	ZDHHC13	zinc finger DHHC-type containing 13
ILMN_1742869	7.75e-01	6.88e-01	-0.403106	-6.430293	-0.02787	601984579	TBC1D20	TBC1 domain family member 20
ILMN_1656233	4.21e-01	3.02e-01	1.041499	-6.430733	0.0573969	154816206	SPDYE8P	speedy/RINGO cell cycle regulator family member E8, pseudogene
ILMN_1785284	7.37e-01	6.42e-01	0.467223	-6.430849	0.0592721	515870063	ALDH6A1	aldehyde dehydrogenase 6 family member A1
ILMN_1812940	5.52e-01	4.31e-01	-0.79302	-6.431002	-0.0622946	217035085	TRMT1	tRNA methyltransferase 1
ILMN_1720322	8.77e-01	8.21e-01	0.22781	-6.432107	0.0251817	164663900	PTS	6-pyruvoyltetrahydropterin synthase
ILMN_1670542	8.85e-01	8.31e-01	0.214271	-6.432203	0.0287728	312836804	AK2	adenylate kinase 2
ILMN_1698732	7.03e-01	6.00e-01	0.527073	-6.432236	0.0810073	93102360	PALLD	palladin, cytoskeletal associated protein
ILMN_1850816	5.64e-01	4.44e-01	0.771652	-6.432396	0.0832448	27836725		
ILMN_1695812	8.39e-01	7.68e-01	-0.296356	-6.43242	-0.0938468	226246661	KRT72	keratin 72
ILMN_2181540	5.12e-01	3.91e-01	-0.864928	-6.433994	-0.1111876	459683878	YY1	YY1 transcription factor
ILMN_1730928	6.26e-01	5.14e-01	-0.656269	-6.434102	-0.1054594	34304373	CDK5R1	cyclin dependent kinase 5 regulatory subunit 1
ILMN_1802894	9.95e-01	9.91e-01	0.011079	-6.434196	0.0014136	547235123	VKORC1L1	vitamin K epoxide reductase complex subunit 1 like 1
ILMN_1716797	5.28e-01	4.07e-01	0.836175	-6.434264	0.0850947	211971041	CD302	CD302 molecule
ILMN_2233050	5.21e-01	4.00e-01	0.848856	-6.434613	0.0966183	425854810	PLA2G2D	phospholipase A2 group IID
ILMN_2097790	7.70e-01	6.81e-01	-0.413194	-6.43534	-0.0365238	123701941	FAAP20	Fanconi anemia core complex associated protein 20
ILMN_1687857	5.20e-01	3.98e-01	0.851004	-6.435374	0.1626028	88999589	ST6GALNAC4	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4
ILMN_2165993	8.90e-01	8.39e-01	0.204534	-6.435754	0.0659325	31542985	ITLN1	intelectin 1
ILMN_1808333	5.70e-01	4.51e-01	0.759541	-6.435993	0.0494462	540344561	PPP1R7	protein phosphatase 1 regulatory subunit 7
ILMN_1663113	7.20e-01	6.21e-01	-0.496747	-6.436459	-0.041804	296010883	TTLL12	tubulin tyrosine ligase like 12
ILMN_1678097	6.69e-01	5.61e-01	0.585094	-6.436878	0.0609172	NA		
ILMN_1804953	8.16e-01	7.40e-01	0.333455	-6.437059	0.0447749	594542578	CCDC18	coiled-coil domain containing 18
ILMN_1798543	5.24e-01	4.02e-01	0.843886	-6.43747	0.0767203	217416412	STK17B	serine/threonine kinase 17b
ILMN_1654441	5.59e-01	4.38e-01	-0.780613	-6.438062	-0.0664853	284507296	OAT	ornithine aminotransferase
ILMN_1789558	9.86e-01	9.78e-01	-0.027845	-6.438685	-0.0042901	223555988	ZC2HC1A	zinc finger C2HC-type containing 1A
ILMN_1782095	5.42e-01	4.20e-01	0.811786	-6.438868	0.0737211	574584778	FAM110A	family with sequence similarity 110 member A
ILMN_1667257	5.09e-01	3.88e-01	-0.869915	-6.439102	-0.048115	115387093	SDHB	succinate dehydrogenase complex iron sulfur subunit B
ILMN_1764619	9.74e-01	9.60e-01	-0.050472	-6.439162	-0.0062396	NA		
ILMN_1787718	7.53e-01	6.60e-01	-0.441628	-6.439286	-0.0576573	748585173	SLC27A1	solute carrier family 27 member 1
ILMN_1684346	6.26e-01	5.14e-01	-0.657223	-6.439919	-0.0771152	269846917	TNFAIP8L1	TNF alpha induced protein 8 like 1
ILMN_1739854	8.99e-01	8.51e-01	0.188253	-6.439954	0.0455818	194688139	KATNBL1	katanin regulatory subunit B1 like 1
ILMN_1683854	9.13e-01	8.69e-01	0.16595	-6.43999	0.012289	387762529	ZNF484	zinc finger protein 484
ILMN_2305407	7.47e-01	6.53e-01	0.451849	-6.440018	0.0778999	66932930	ZBTB16	zinc finger and BTB domain containing 16
ILMN_1695276	5.07e-01	3.86e-01	0.873749	-6.440135	0.0621426	374081439	MAPRE2	microtubule associated protein RP/EB family member 2
ILMN_2277523	8.97e-01	8.48e-01	0.192101	-6.440391	0.0248354	225735622	DIP2A	disco interacting protein 2 homolog A
ILMN_2214197	5.27e-01	4.06e-01	-0.83787	-6.440849	-0.1142875	209180467	TP53INP1	tumor protein p53 inducible nuclear protein 1
ILMN_2215656	7.61e-01	6.71e-01	-0.427719	-6.440857	-0.0417371	320202965	MAGOH	mago homolog, exon junction complex core component
ILMN_2096719	5.35e-01	4.13e-01	0.824346	-6.441174	0.0666164	51896033	GRK5	G protein-coupled receptor kinase 5
ILMN_1715809	6.21e-01	5.08e-01	-0.665716	-6.441472	-0.089635	1023301006	OGFRL1	opioid growth factor receptor like 1
ILMN_2338921	5.64e-01	4.44e-01	-0.770473	-6.441539	-0.0819705	359718968	TRAPPC11	trafficking protein particle complex 11
ILMN_2340565	9.42e-01	9.12e-01	0.111529	-6.4418	0.0089624	48762688	ATP2C1	ATPase secretory pathway Ca2+ transporting 1
ILMN_2152257	5.12e-01	3.90e-01	0.865914	-6.441823	0.1319432	44890054	SSTR2	somatostatin receptor 2
ILMN_1815086	5.12e-01	3.90e-01	0.865609	-6.442043	0.1033339	148922910	NINJ1	ninjurin 1
ILMN_1695356	9.38e-01	9.04e-01	0.121004	-6.442336	0.0141529	284520144	RNF166	ring finger protein 166
ILMN_1703314	5.78e-01	4.60e-01	-0.744411	-6.442707	-0.0582038	742799251	KLHL36	kelch like family member 36
ILMN_2389273	6.67e-01	5.59e-01	-0.588146	-6.443571	-0.045401	298231191	FXR1	FMR1 autosomal homolog 1
ILMN_1772814	9.66e-01	9.48e-01	0.065796	-6.443651	0.0098252	149408125	NLK	nemo like kinase
ILMN_1730685	9.30e-01	8.94e-01	-0.133843	-6.443707	-0.0162656	169403970	MRPL16	mitochondrial ribosomal protein L16
ILMN_1811648	5.28e-01	4.07e-01	0.836487	-6.444137	0.079481	1008806464	DCAKD	dephospho-CoA kinase domain containing
ILMN_1693766	5.52e-01	4.32e-01	-0.792404	-6.444396	-0.0645754	391738248	CEP135	centrosomal protein 135
ILMN_1715636	5.21e-01	4.00e-01	0.848869	-6.444707	0.0856742	83367073	EIF3B	eukaryotic translation initiation factor 3 subunit B
ILMN_1675612	5.67e-01	4.48e-01	-0.764684	-6.444817	-0.0474471	268370214	BLCAP	bladder cancer associated protein
ILMN_1806040	9.52e-01	9.25e-01	0.094026	-6.444982	0.021484	186972144	TYMS	thymidylate synthetase
ILMN_1734542	6.59e-01	5.50e-01	0.601134	-6.445132	0.0536205	58386719	OVGP1	oviductal glycoprotein 1
ILMN_1671809	5.12e-01	3.91e-01	-0.865348	-6.445313	-0.062242	557440873	DUSP22	dual specificity phosphatase 22
ILMN_2396020	5.22e-01	4.00e-01	0.847974	-6.445423	0.0992806	576796282	DUSP6	dual specificity phosphatase 6
ILMN_1742981	5.12e-01	3.90e-01	0.866088	-6.446116	0.0788214	393715088	TUBA1A	tubulin alpha 1a
